gvkey,fyear,datadate,ceq,xstfws,conm,gsector
300489,2020,2020-12-31,54.7300,,BIOGENED SA,35
300489,2021,2021-12-31,29.9490,,BIOGENED SA,35
300489,2022,2022-12-31,32.5930,,BIOGENED SA,35
301790,2020,2020-12-31,5766.4630,,HUNAN ERKANG PHARMACEUTICAL,35
301790,2021,2021-12-31,4851.2120,,HUNAN ERKANG PHARMACEUTICAL,35
301790,2022,2022-12-31,5050.8210,,HUNAN ERKANG PHARMACEUTICAL,35
302930,2019,2020-03-31,55.8010,20.5920,SHREE PACETRONIX LTD,35
302930,2020,2021-03-31,56.3320,20.2860,SHREE PACETRONIX LTD,35
302930,2021,2022-03-31,64.1390,23.3590,SHREE PACETRONIX LTD,35
302930,2022,2023-03-31,96.7350,35.8010,SHREE PACETRONIX LTD,35
302931,2020,2020-12-31,59.3230,,JERUSALEM PHARMACEUTICALS,35
302931,2021,2021-12-31,66.4720,,JERUSALEM PHARMACEUTICALS,35
302931,2022,2022-12-31,64.2660,,JERUSALEM PHARMACEUTICALS,35
302942,2020,2020-12-31,5.4090,,NABLUS SURGICAL CENTER CO,35
302942,2021,2021-12-31,6.3820,,NABLUS SURGICAL CENTER CO,35
302942,2022,2022-12-31,7.2180,,NABLUS SURGICAL CENTER CO,35
302943,2020,2020-12-31,78.8740,,BIRZEIT PHARMACEUTICALS CO,35
302943,2021,2021-12-31,91.8640,,BIRZEIT PHARMACEUTICALS CO,35
302943,2022,2022-12-31,102.5900,,BIRZEIT PHARMACEUTICALS CO,35
303191,2020,2020-12-31,871.0630,,WHOLE SHINE MEDICAL TECHNOLO,35
303191,2021,2021-12-31,859.1040,,WHOLE SHINE MEDICAL TECHNOLO,35
303191,2022,2022-12-31,572.5000,,WHOLE SHINE MEDICAL TECHNOLO,35
303195,2020,2020-12-31,3428.4010,,XIAMEN KINGDOMWAY GROUP CO,35
303195,2021,2021-12-31,3970.5570,,XIAMEN KINGDOMWAY GROUP CO,35
303195,2022,2022-12-31,3647.4040,,XIAMEN KINGDOMWAY GROUP CO,35
303390,2020,2020-12-31,179.8380,,VOXEL SA,35
303390,2021,2021-12-31,228.9810,,VOXEL SA,35
303390,2022,2022-12-31,241.9010,,VOXEL SA,35
304088,2019,2020-03-31,-19.8410,0.1600,RAYMED LABORATORIES LTD,35
304088,2020,2021-03-31,-20.5290,0.2000,RAYMED LABORATORIES LTD,35
304088,2021,2022-03-31,-21.3500,0.2820,RAYMED LABORATORIES LTD,35
304088,2022,2023-03-31,-23.0590,0.3750,RAYMED LABORATORIES LTD,35
304094,2019,2020-03-31,6.1200,1.3050,CHECKPOINT TRENDS LIMITED,35
304094,2020,2021-03-31,6.1760,1.9540,CHECKPOINT TRENDS LIMITED,35
304094,2021,2022-03-31,5.8110,2.2570,CHECKPOINT TRENDS LIMITED,35
304094,2022,2023-03-31,5.0260,3.5370,CHECKPOINT TRENDS LIMITED,35
304109,2019,2020-03-31,327.9510,140.7980,PARNAX LAB LTD,35
304109,2020,2021-03-31,325.4370,136.8350,PARNAX LAB LTD,35
304109,2021,2022-03-31,481.8650,174.2980,PARNAX LAB LTD,35
304109,2022,2023-03-31,621.5400,200.5310,PARNAX LAB LTD,35
304289,2020,2020-12-31,5847.4370,,CHC HEALTHCARE GROUP,35
304289,2021,2021-12-31,6084.5210,,CHC HEALTHCARE GROUP,35
304289,2022,2022-12-31,6141.6160,,CHC HEALTHCARE GROUP,35
304592,2022,2022-12-31,8506.0000,,SYMBIO PHARMACEUTICALS LTD,35
305389,2019,2020-04-30,473.0000,,3-D MATRIX LTD,35
305389,2020,2021-04-30,1660.0000,,3-D MATRIX LTD,35
305389,2021,2022-04-30,1457.0000,,3-D MATRIX LTD,35
305389,2022,2023-04-30,525.0000,,3-D MATRIX LTD,35
305393,2020,2020-12-31,1859.3730,,INTAI TECHNOLOGY CORP,35
305393,2021,2021-12-31,1926.1250,,INTAI TECHNOLOGY CORP,35
305393,2022,2022-12-31,2253.9970,,INTAI TECHNOLOGY CORP,35
306300,2020,2020-12-31,1354.8450,,SUMMERSET GROUP HLDGS LTD,35
306300,2021,2021-12-31,1924.5140,,SUMMERSET GROUP HLDGS LTD,35
306300,2022,2022-12-31,2193.0230,,SUMMERSET GROUP HLDGS LTD,35
307490,2020,2020-12-31,207.3550,,MEDICALGORITHMICS SA,35
307490,2021,2021-12-31,47.3850,,MEDICALGORITHMICS SA,35
307490,2022,2022-12-31,80.0700,,MEDICALGORITHMICS SA,35
307600,2020,2020-12-31,2340.1450,,LIFETECH SCIENTIFIC CORP,35
307600,2021,2021-12-31,2503.5820,,LIFETECH SCIENTIFIC CORP,35
307600,2022,2022-12-31,2900.4450,,LIFETECH SCIENTIFIC CORP,35
309988,2020,2020-12-31,264.4480,42.6410,HOFSETH BIOCARE ASA,35
309988,2021,2021-12-31,141.0630,44.7130,HOFSETH BIOCARE ASA,35
309988,2022,2022-12-31,148.7160,54.6970,HOFSETH BIOCARE ASA,35
310391,2020,2020-12-31,1591.1600,,LANZHOU FOCI PHARMA CO LTD,35
310391,2021,2021-12-31,1614.5770,,LANZHOU FOCI PHARMA CO LTD,35
310391,2022,2022-12-31,1715.3890,,LANZHOU FOCI PHARMA CO LTD,35
310398,2019,2020-03-31,32194.1000,9064.4000,ALEMBIC PHARMACEUTICALS,35
310398,2020,2021-03-31,51276.1000,10511.7000,ALEMBIC PHARMACEUTICALS,35
310398,2021,2022-03-31,52375.5000,11330.0000,ALEMBIC PHARMACEUTICALS,35
310398,2022,2023-03-31,43704.7000,11691.3000,ALEMBIC PHARMACEUTICALS,35
311335,2020,2020-12-31,41857.4180,,CU MEDICAL SYSTEMS INC,35
311335,2021,2021-12-31,48890.1250,,CU MEDICAL SYSTEMS INC,35
311335,2022,2022-12-31,58364.4880,,CU MEDICAL SYSTEMS INC,35
311341,2020,2020-12-31,1539.5770,,GLYCONEX INCORP,35
311341,2021,2021-12-31,1358.9330,,GLYCONEX INCORP,35
311341,2022,2022-12-31,1445.6110,,GLYCONEX INCORP,35
311376,2020,2020-12-31,38704.5240,,DNA LINK INC,35
311376,2021,2021-12-31,32771.5560,,DNA LINK INC,35
311376,2022,2022-12-31,27890.2860,,DNA LINK INC,35
311428,2020,2020-12-31,2902.3770,,HAISCO PHARMACEUTICAL GROUP,35
311428,2021,2021-12-31,2841.9290,,HAISCO PHARMACEUTICAL GROUP,35
311428,2022,2022-12-31,3035.7450,,HAISCO PHARMACEUTICAL GROUP,35
311436,2020,2020-12-31,1411.7620,,LONGMASTER INFO & TECH CO,35
311436,2021,2021-12-31,1470.0570,,LONGMASTER INFO & TECH CO,35
311436,2022,2022-12-31,1533.5870,,LONGMASTER INFO & TECH CO,35
311513,2020,2020-12-31,1214.1860,,KONTAFARMA CHINA HOLDING LTD,35
311513,2021,2021-12-31,1192.0180,,KONTAFARMA CHINA HOLDING LTD,35
311513,2022,2022-12-31,1101.1070,,KONTAFARMA CHINA HOLDING LTD,35
311526,2020,2020-12-31,56809.7290,,MEZZION PHARMA CO LTD,35
311526,2021,2021-12-31,62793.4980,,MEZZION PHARMA CO LTD,35
311526,2022,2022-12-31,26240.0530,,MEZZION PHARMA CO LTD,35
311640,2020,2020-12-31,1261.6410,,BEIJING LEADMAN BIOCHEMISTRY,35
311640,2021,2021-12-31,1835.0290,,BEIJING LEADMAN BIOCHEMISTRY,35
311640,2022,2022-12-31,1727.3050,,BEIJING LEADMAN BIOCHEMISTRY,35
311665,2020,2020-12-31,291.2590,,E-CHANNELLING,35
311665,2021,2021-12-31,344.9540,,E-CHANNELLING,35
311665,2022,2022-12-31,401.3760,,E-CHANNELLING,35
311699,2020,2020-12-31,6.3340,,ADOCIA SAS,35
311699,2021,2021-12-31,-13.8150,,ADOCIA SAS,35
311699,2022,2022-12-31,-12.9700,,ADOCIA SAS,35
311713,2020,2020-12-31,2.1530,,INTRASENSE SA,35
311713,2021,2021-12-31,4.9870,2.8850,INTRASENSE SA,35
311713,2022,2022-12-31,2.0120,,INTRASENSE SA,35
311728,2019,2020-03-31,561.0090,,DR AGARWALS EYE HOSPITAL,35
311728,2020,2021-03-31,546.6280,,DR AGARWALS EYE HOSPITAL,35
311728,2021,2022-03-31,781.7450,,DR AGARWALS EYE HOSPITAL,35
311728,2022,2023-03-31,1133.4000,,DR AGARWALS EYE HOSPITAL,35
311811,2020,2020-12-31,191.4790,,BIOMM SA,35
311811,2021,2021-12-31,111.5860,,BIOMM SA,35
311811,2022,2022-12-31,159.1090,,BIOMM SA,35
311838,2020,2020-12-31,4107.9040,,CHINA RESOURCES BOYA BIO PHA,35
311838,2021,2021-12-31,6829.0740,,CHINA RESOURCES BOYA BIO PHA,35
311838,2022,2022-12-31,7185.6350,,CHINA RESOURCES BOYA BIO PHA,35
311842,2020,2020-12-31,2733.8070,,SINOCARE INC,35
311842,2021,2021-12-31,2785.6720,,SINOCARE INC,35
311842,2022,2022-12-31,3121.7460,,SINOCARE INC,35
311890,2019,2020-03-31,342.8590,132.0910,LACTOSE (INDIA) LTD,35
311890,2020,2021-03-31,350.8930,121.1890,LACTOSE (INDIA) LTD,35
311890,2021,2022-03-31,392.8460,137.3790,LACTOSE (INDIA) LTD,35
311890,2022,2023-03-31,405.6100,137.1880,LACTOSE (INDIA) LTD,35
311905,2019,2020-03-31,923.4620,3.9670,AAREY DRUGS & PHARMA LTD,35
311905,2020,2021-03-31,988.6050,3.9550,AAREY DRUGS & PHARMA LTD,35
311905,2021,2022-03-31,1136.3730,9.7500,AAREY DRUGS & PHARMA LTD,35
311905,2022,2023-03-31,1174.0840,8.1020,AAREY DRUGS & PHARMA LTD,35
311987,2019,2020-03-31,-26.2390,2.1650,VENMAX DRUGS & PHARM LTD,35
311987,2020,2021-03-31,-27.8630,0.6270,VENMAX DRUGS & PHARM LTD,35
311987,2021,2022-03-31,-9.4010,0.1200,VENMAX DRUGS & PHARM LTD,35
311987,2022,2023-03-31,-7.1440,0.3020,VENMAX DRUGS & PHARM LTD,35
312017,2020,2020-12-31,225.2690,,ALEXANDRIA NEW MEDICAL CEN,35
312017,2021,2021-12-31,249.6930,,ALEXANDRIA NEW MEDICAL CEN,35
312017,2022,2022-12-31,233.2680,,ALEXANDRIA NEW MEDICAL CEN,35
312035,2020,2020-12-31,273.0690,,NOZHA INTL HOSPITAL COMPANY,35
312035,2021,2021-12-31,327.3790,,NOZHA INTL HOSPITAL COMPANY,35
312035,2022,2022-12-31,379.7860,,NOZHA INTL HOSPITAL COMPANY,35
312078,2020,2020-12-31,133.0960,,CORDLIFE GROUP LTD,35
312078,2021,2021-12-31,136.4290,,CORDLIFE GROUP LTD,35
312078,2022,2022-12-31,134.0620,,CORDLIFE GROUP LTD,35
312079,2020,2020-12-31,205.4910,,DBV TECHNOLOGIES,35
312079,2021,2021-12-31,99.2740,,DBV TECHNOLOGIES,35
312079,2022,2022-12-31,194.4530,,DBV TECHNOLOGIES,35
312103,2020,2020-12-31,48.9100,,ALLMED SOLUTIONS LTD,35
312103,2021,2021-12-31,50.4060,,ALLMED SOLUTIONS LTD,35
312103,2022,2022-12-31,51.5200,,ALLMED SOLUTIONS LTD,35
312104,2020,2020-12-31,8.4710,,ENDYMED LTD,35
312104,2021,2021-12-31,13.7590,,ENDYMED LTD,35
312104,2022,2022-12-31,14.7040,,ENDYMED LTD,35
312141,2020,2020-12-31,1.4500,,NEXTAGE THERAPEUTICS LTD,35
312141,2021,2021-12-31,-0.2530,,NEXTAGE THERAPEUTICS LTD,35
312141,2022,2022-12-31,-0.8610,,NEXTAGE THERAPEUTICS LTD,35
312167,2020,2020-12-31,154.9690,,XINJIANG TIANSHAN ANIMAL HUS,35
312167,2021,2021-12-31,104.1290,,XINJIANG TIANSHAN ANIMAL HUS,35
312167,2022,2022-12-31,84.2610,,XINJIANG TIANSHAN ANIMAL HUS,35
312235,2019,2020-03-31,16078.0000,,UCHIYAMA HOLDINGS INC,35
312235,2020,2021-03-31,13675.0000,,UCHIYAMA HOLDINGS INC,35
312235,2021,2022-03-31,12885.0000,,UCHIYAMA HOLDINGS INC,35
312235,2022,2023-03-31,12262.0000,,UCHIYAMA HOLDINGS INC,35
312261,2019,2020-03-31,214.9760,52.7540,AURO LABORATORIES LTD,35
312261,2020,2021-03-31,285.8260,60.3620,AURO LABORATORIES LTD,35
312261,2021,2022-03-31,315.2100,62.4000,AURO LABORATORIES LTD,35
312261,2022,2023-03-31,342.0040,47.2380,AURO LABORATORIES LTD,35
312262,2019,2020-03-31,106.0290,9.6490,TRIMURTHI LTD,35
312262,2020,2021-03-31,68.6460,9.8680,TRIMURTHI LTD,35
312262,2021,2022-03-31,74.0400,4.3980,TRIMURTHI LTD,35
312262,2022,2023-03-31,71.9510,3.1180,TRIMURTHI LTD,35
312269,2019,2020-03-31,382.3910,74.9900,BDH INDUSTRIES LTD,35
312269,2020,2021-03-31,430.6890,62.5640,BDH INDUSTRIES LTD,35
312269,2021,2022-03-31,485.8720,66.1980,BDH INDUSTRIES LTD,35
312269,2022,2023-03-31,546.9450,69.5790,BDH INDUSTRIES LTD,35
312302,2019,2020-03-31,216.1440,73.3860,NUTRAPLUS INDIA LTD,35
312337,2021,2021-06-30,11126.0000,,CHARM CARE CORP,35
312337,2022,2022-06-30,12459.0000,,CHARM CARE CORP,35
312337,2023,2023-06-30,15136.0000,,CHARM CARE CORP,35
312357,2019,2020-03-31,202.5810,34.4510,GODAVARI DRUGS LTD,35
312357,2020,2021-03-31,243.8610,39.4320,GODAVARI DRUGS LTD,35
312357,2021,2022-03-31,296.3140,49.5650,GODAVARI DRUGS LTD,35
312357,2022,2023-03-31,334.1720,48.4040,GODAVARI DRUGS LTD,35
312385,2019,2020-03-31,545.4540,59.3670,VIKRAM THERMO (INDIA) LTD,35
312385,2020,2021-03-31,656.9160,72.3120,VIKRAM THERMO (INDIA) LTD,35
312385,2021,2022-03-31,734.7020,82.0860,VIKRAM THERMO (INDIA) LTD,35
312385,2022,2023-03-31,896.7670,114.1010,VIKRAM THERMO (INDIA) LTD,35
312410,2019,2020-03-31,296.4200,14.8500,VISTA PHARMACEUTICALS LTD,35
312410,2020,2021-03-31,328.4600,11.5350,VISTA PHARMACEUTICALS LTD,35
312410,2021,2022-03-31,354.5290,5.7480,VISTA PHARMACEUTICALS LTD,35
312410,2022,2023-03-31,367.0770,5.0870,VISTA PHARMACEUTICALS LTD,35
312445,2019,2020-03-31,1.1370,0.2580,HEMO ORGANIC LTD,35
312445,2020,2021-03-31,0.6580,0.3810,HEMO ORGANIC LTD,35
312445,2021,2022-03-31,0.0340,0.3600,HEMO ORGANIC LTD,35
312445,2022,2023-03-31,-0.5130,,HEMO ORGANIC LTD,35
312531,2020,2020-06-30,1421.9820,,IBL HEALTHCARE LTD,35
312531,2021,2021-06-30,1614.2950,,IBL HEALTHCARE LTD,35
312531,2022,2022-06-30,1863.0660,,IBL HEALTHCARE LTD,35
312531,2023,2023-06-30,2107.1240,,IBL HEALTHCARE LTD,35
312547,2020,2020-12-31,4468.3220,,YANTAI DONGCHENG PHARMA CO,35
312547,2021,2021-12-31,4397.4140,,YANTAI DONGCHENG PHARMA CO,35
312547,2022,2022-12-31,4748.6800,,YANTAI DONGCHENG PHARMA CO,35
312551,2020,2020-12-31,953.5200,,NINGBO DAVID MEDICAL DEVICE,35
312551,2021,2021-12-31,990.5260,,NINGBO DAVID MEDICAL DEVICE,35
312551,2022,2022-12-31,1059.3040,,NINGBO DAVID MEDICAL DEVICE,35
312555,2020,2020-12-31,1299.9590,,BEIJING BOHUI INNOVATION BIO,35
312555,2021,2021-12-31,974.7530,,BEIJING BOHUI INNOVATION BIO,35
312555,2022,2022-12-31,1393.5320,,BEIJING BOHUI INNOVATION BIO,35
312582,2020,2020-12-31,517.2390,,TCM BIOTECH INTL CORP,35
312582,2021,2021-12-31,518.2240,,TCM BIOTECH INTL CORP,35
312582,2022,2022-12-31,536.6730,,TCM BIOTECH INTL CORP,35
312589,2020,2020-12-31,1401.6680,,SRIVICHAI VEJVIVAT PUBLIC CO,35
312589,2021,2021-12-31,2589.8810,,SRIVICHAI VEJVIVAT PUBLIC CO,35
312589,2022,2022-12-31,3001.1470,,SRIVICHAI VEJVIVAT PUBLIC CO,35
312601,2020,2020-12-31,-0.2230,,EKO-OZE S A,35
312601,2021,2021-12-31,2.1870,,EKO-OZE S A,35
312601,2022,2022-12-31,1.9200,,EKO-OZE S A,35
312618,2020,2020-12-31,866.0000,,EMERGENCY ASSISTANCE JPN CO,35
312618,2021,2021-12-31,1080.0000,,EMERGENCY ASSISTANCE JPN CO,35
312618,2022,2022-12-31,1606.0000,,EMERGENCY ASSISTANCE JPN CO,35
312703,2019,2020-03-31,83.6320,4.5050,MPS PHARMAA LIMITED,35
312703,2020,2021-03-31,39.5090,4.0160,MPS PHARMAA LIMITED,35
312703,2021,2022-03-31,38.2630,4.2130,MPS PHARMAA LIMITED,35
312703,2022,2023-03-31,27.9120,4.8740,MPS PHARMAA LIMITED,35
312805,2020,2020-12-31,2643.0430,,SHANGHAI KINETIC MEDICAL CO,35
312805,2021,2021-12-31,2733.5200,,SHANGHAI KINETIC MEDICAL CO,35
312805,2022,2022-12-31,2739.5700,,SHANGHAI KINETIC MEDICAL CO,35
312924,2019,2020-03-31,238.1590,53.5690,ORTIN LABORATORIES LTD,35
312924,2020,2021-03-31,113.5560,10.5220,ORTIN LABORATORIES LTD,35
312924,2021,2022-03-31,109.5680,9.5030,ORTIN LABORATORIES LTD,35
312924,2022,2023-03-31,108.6490,8.4660,ORTIN LABORATORIES LTD,35
313048,2019,2020-03-31,108.0170,,DOLPHIN MEDICAL SERVICES LTD,35
313048,2020,2021-03-31,104.8950,,DOLPHIN MEDICAL SERVICES LTD,35
313048,2021,2022-03-31,103.0200,,DOLPHIN MEDICAL SERVICES LTD,35
313048,2022,2023-03-31,101.7740,,DOLPHIN MEDICAL SERVICES LTD,35
313049,2019,2020-03-31,69.6110,10.9790,ISHITA DRUGS & INDUSTRIES LT,35
313049,2020,2021-03-31,77.9070,10.9740,ISHITA DRUGS & INDUSTRIES LT,35
313049,2021,2022-03-31,85.9570,11.8080,ISHITA DRUGS & INDUSTRIES LT,35
313049,2022,2023-03-31,91.7310,12.8350,ISHITA DRUGS & INDUSTRIES LT,35
313058,2020,2020-12-31,1614.8830,,JINHE BIOTECHNOLOGY CO LTD,35
313058,2021,2021-12-31,2438.2110,,JINHE BIOTECHNOLOGY CO LTD,35
313058,2022,2022-12-31,2221.5890,,JINHE BIOTECHNOLOGY CO LTD,35
313104,2019,2020-03-31,64.0130,12.1360,ZENITH HEALTHCARE LTD,35
313104,2020,2021-03-31,68.4360,13.2400,ZENITH HEALTHCARE LTD,35
313104,2021,2022-03-31,71.5430,16.3650,ZENITH HEALTHCARE LTD,35
313104,2022,2023-03-31,72.3210,15.5120,ZENITH HEALTHCARE LTD,35
313193,2019,2020-03-31,-35.6060,,CHENNAI MEENAKSHI MULTISPE,35
313193,2020,2021-03-31,-47.7030,,CHENNAI MEENAKSHI MULTISPE,35
313193,2021,2022-03-31,-7.7690,,CHENNAI MEENAKSHI MULTISPE,35
313193,2022,2023-03-31,1.2160,,CHENNAI MEENAKSHI MULTISPE,35
313204,2019,2020-03-31,989.6080,240.3940,NGL FINE CHEM LTD,35
313204,2020,2021-03-31,1544.5780,280.9280,NGL FINE CHEM LTD,35
313204,2021,2022-03-31,2032.1790,348.5270,NGL FINE CHEM LTD,35
313204,2022,2023-03-31,2225.4910,368.7350,NGL FINE CHEM LTD,35
313206,2019,2020-03-31,-489.1310,26.1190,SANJIVANI PARANTERAL LTD,35
313206,2020,2021-03-31,-448.9380,24.9390,SANJIVANI PARANTERAL LTD,35
313206,2021,2022-03-31,-75.8260,30.8700,SANJIVANI PARANTERAL LTD,35
313206,2022,2023-03-31,-30.7110,32.6710,SANJIVANI PARANTERAL LTD,35
313214,2020,2020-12-31,1780.7040,,ARICH ENTERPRISE CO LTD,35
313214,2021,2021-12-31,1817.9880,,ARICH ENTERPRISE CO LTD,35
313214,2022,2022-12-31,1881.8450,,ARICH ENTERPRISE CO LTD,35
313219,2021,2022-03-31,1566.3690,0.0600,SECUNDERABAD HEALTHCARE,35
313219,2022,2023-03-31,1530.0500,0.0600,SECUNDERABAD HEALTHCARE,35
313352,2020,2020-12-31,23897.8800,,IHH HEALTHCARE BERHAD,35
313352,2021,2021-12-31,24583.2900,,IHH HEALTHCARE BERHAD,35
313352,2022,2022-12-31,26191.9770,,IHH HEALTHCARE BERHAD,35
313362,2020,2020-12-31,492.9250,,HAINAN SHUANGCHENG PHARMA,35
313362,2021,2021-12-31,481.8490,,HAINAN SHUANGCHENG PHARMA,35
313362,2022,2022-12-31,513.5480,,HAINAN SHUANGCHENG PHARMA,35
313466,2020,2020-12-31,231.3460,,SENZIME AB,35
313466,2021,2021-12-31,150.5800,,SENZIME AB,35
313466,2022,2022-12-31,261.9030,,SENZIME AB,35
313477,2020,2020-12-31,1217.3980,,ORIENT PHARMA CO LTD,35
313477,2021,2021-12-31,1115.9220,,ORIENT PHARMA CO LTD,35
313477,2022,2022-12-31,1089.9260,,ORIENT PHARMA CO LTD,35
313479,2020,2020-12-31,16118.5690,,HANGZHOU TIGERMED CONSULT,35
313479,2021,2021-12-31,18123.6260,,HANGZHOU TIGERMED CONSULT,35
313479,2022,2022-12-31,19628.4450,,HANGZHOU TIGERMED CONSULT,35
313494,2020,2020-12-31,56.2590,,AROCELL AB,35
313494,2021,2021-12-31,213.5220,,AROCELL AB,35
313494,2022,2022-12-31,222.6940,,AROCELL AB,35
313498,2020,2020-12-31,169.5000,27.4000,EPISURF MEDICAL AB,35
313498,2021,2021-12-31,252.8000,30.7000,EPISURF MEDICAL AB,35
313498,2022,2022-12-31,177.7000,40.3000,EPISURF MEDICAL AB,35
313558,2020,2020-12-31,7.6830,0.0010,STEM CELLS SPIN SA,35
313558,2021,2021-12-31,7.5560,,STEM CELLS SPIN SA,35
313558,2022,2022-12-31,7.5820,0.0230,STEM CELLS SPIN SA,35
313600,2020,2020-12-31,471.5700,,INNOPHARMAX INC,35
313600,2021,2021-12-31,531.5440,,INNOPHARMAX INC,35
313600,2022,2022-12-31,431.0040,,INNOPHARMAX INC,35
313673,2020,2020-12-31,1008.4610,18.2600,XVIVO PERFUSION AB,35
313673,2021,2021-12-31,1285.4500,,XVIVO PERFUSION AB,35
313673,2022,2022-12-31,1430.1360,,XVIVO PERFUSION AB,35
313794,2020,2020-12-31,150.7100,,NOVACYT,35
313794,2021,2021-12-31,141.8150,,NOVACYT,35
313794,2022,2022-12-31,115.2160,,NOVACYT,35
313966,2020,2020-12-31,70.4680,,NANOBIOTIX SA,35
313966,2021,2021-12-31,26.7900,,NANOBIOTIX SA,35
313966,2022,2022-12-31,-27.0450,,NANOBIOTIX SA,35
314062,2019,2020-03-31,134.0850,15.8190,PHAARMASIA LTD,35
314062,2020,2021-03-31,136.5280,14.9520,PHAARMASIA LTD,35
314062,2021,2022-03-31,120.5920,13.7950,PHAARMASIA LTD,35
314062,2022,2023-03-31,108.0980,16.4020,PHAARMASIA LTD,35
314089,2019,2020-03-31,771.7260,73.7830,TYCHE INDUSTRIES LTD,35
314089,2020,2021-03-31,959.6180,88.3320,TYCHE INDUSTRIES LTD,35
314089,2021,2022-03-31,1042.1900,80.5120,TYCHE INDUSTRIES LTD,35
314089,2022,2023-03-31,1167.5420,90.6270,TYCHE INDUSTRIES LTD,35
314100,2020,2020-12-31,813.0150,,GENEREACH BIOTECHNOLOGY,35
314100,2021,2021-12-31,1049.8070,,GENEREACH BIOTECHNOLOGY,35
314100,2022,2022-12-31,1067.6640,,GENEREACH BIOTECHNOLOGY,35
314159,2020,2020-12-31,358.8990,,TAIWAN ADVANCE BIO-PHARM,35
314159,2021,2021-12-31,241.4540,,TAIWAN ADVANCE BIO-PHARM,35
314159,2022,2022-12-31,244.6440,,TAIWAN ADVANCE BIO-PHARM,35
314176,2019,2020-03-31,1488.0000,,KIDSWELL BIO CORPORATION,35
314176,2020,2021-03-31,1610.0000,,KIDSWELL BIO CORPORATION,35
314176,2021,2022-03-31,1719.0000,,KIDSWELL BIO CORPORATION,35
314218,2020,2020-12-31,32.6370,,AVRUPA YATIRIM HOLDING AS,35
314218,2021,2021-12-31,76.2160,,AVRUPA YATIRIM HOLDING AS,35
314218,2022,2022-12-31,193.7330,,AVRUPA YATIRIM HOLDING AS,35
314498,2020,2020-12-31,1759.7080,,DALLAH HEALTHCARE HLDG CO,35
314498,2021,2021-12-31,1866.7900,,DALLAH HEALTHCARE HLDG CO,35
314498,2022,2022-12-31,1989.8510,,DALLAH HEALTHCARE HLDG CO,35
314592,2020,2020-12-31,4229.0220,,OBI PHARMA INC,35
314592,2021,2021-12-31,2715.8760,,OBI PHARMA INC,35
314592,2022,2022-12-31,4632.1740,,OBI PHARMA INC,35
314628,2020,2020-12-31,545815.5020,,SARANA MEDITAMA METRO,35
314628,2021,2021-12-31,3836850.9870,,SARANA MEDITAMA METRO,35
314628,2022,2022-12-31,3622834.9670,,SARANA MEDITAMA METRO,35
314671,2020,2020-12-31,0.5290,,MYHEALTHCHECKED PLC,35
314671,2021,2021-12-31,7.1130,,MYHEALTHCHECKED PLC,35
314671,2022,2022-12-31,8.8500,,MYHEALTHCHECKED PLC,35
314684,2020,2020-12-31,9.3370,1.8330,PLANT ADVANCED TECHS SA,35
314684,2021,2021-12-31,7.1800,3.2870,PLANT ADVANCED TECHS SA,35
314684,2022,2022-12-31,6.5770,3.5490,PLANT ADVANCED TECHS SA,35
314708,2020,2020-12-31,3330.2400,,SAVIOR LIFETEC CORP,35
314708,2021,2021-12-31,3312.8290,,SAVIOR LIFETEC CORP,35
314708,2022,2022-12-31,3352.4500,,SAVIOR LIFETEC CORP,35
314847,2020,2020-12-31,219492.6570,,I SENS INC,35
314847,2021,2021-12-31,268332.0240,,I SENS INC,35
314847,2022,2022-12-31,285809.8610,,I SENS INC,35
314848,2019,2020-03-31,-0.2770,,KABRA DRUGS LTD,35
314848,2020,2021-03-31,-2.0770,0.4800,KABRA DRUGS LTD,35
314848,2021,2022-03-31,-3.9310,0.8930,KABRA DRUGS LTD,35
314848,2022,2023-03-31,-7.3100,2.3160,KABRA DRUGS LTD,35
314867,2020,2020-12-31,30.6840,,BONUS BIOGROUP LTD,35
314867,2021,2021-12-31,84.4300,,BONUS BIOGROUP LTD,35
314867,2022,2022-12-31,56.3890,,BONUS BIOGROUP LTD,35
314923,2020,2020-12-31,2148.0000,,MEDRX CO LTD,35
314923,2021,2021-12-31,1955.0000,,MEDRX CO LTD,35
314923,2022,2022-12-31,1213.0000,,MEDRX CO LTD,35
314946,2020,2020-12-31,51.7640,6.3880,MEDFIELD DIAGNOSTICS AB,35
314946,2021,2021-12-31,63.3020,7.5310,MEDFIELD DIAGNOSTICS AB,35
314946,2022,2022-12-31,72.6000,8.7200,MEDFIELD DIAGNOSTICS AB,35
314949,2020,2020-12-31,10.0190,2.2780,SPINEWAY SA,35
314949,2021,2021-12-31,20.8800,2.4790,SPINEWAY SA,35
314949,2022,2022-12-31,22.0080,4.8750,SPINEWAY SA,35
314984,2020,2020-12-31,642096.8220,,DONG A ST CO LTD,35
314984,2021,2021-12-31,656379.1190,,DONG A ST CO LTD,35
314984,2022,2022-12-31,671576.7740,,DONG A ST CO LTD,35
315022,2020,2020-12-31,46405.8610,,CORENTEC CO LTD,35
315022,2021,2021-12-31,56634.8870,,CORENTEC CO LTD,35
315022,2022,2022-12-31,65746.3450,,CORENTEC CO LTD,35
315040,2019,2020-03-31,149.6660,,LOOKS HEALTH SVCS LTD,35
315040,2020,2021-03-31,149.4680,,LOOKS HEALTH SVCS LTD,35
